Date,Day,O,H,L,C,PC,HL,BR,CO,AbsCO,Gap,AbsGap,FII,DII,Net
25-May-09,Monday,7033.7,7100.55,6964.55,7064.7,7036.3,1.95,0.23,0.44,0.44,-0.04,0.04,427.97,197.68,625.65
22-May-09,Friday,6856.8,7065.7,6819.85,7036.3,6934.55,3.60,0.73,2.62,2.62,-1.12,1.12,-761.66,434.53,-327.13
21-May-09,Thursday,7124.4,7215.7,6904.6,6934.55,7144.75,4.51,0.61,-2.66,2.66,-0.28,0.28,-2.14,-371.48,-373.62
20-May-09,Wednesday,7168.75,7314,7093.15,7144.75,7268.2,3.11,0.11,-0.33,0.33,-1.37,1.37,-985.53,4.99,-980.54
19-May-09,Tuesday,7129.65,7567.9,6603.05,7268.2,6766.55,14.61,0.14,1.94,1.94,5.37,5.37,4792.56,-1964.19,2828.37
18-May-09,Monday,6304.25,6822.9,6304.25,6766.55,5695.05,8.23,0.89,7.33,7.33,10.70,10.70,44.64,-8.41,36.23
15-May-09,Friday,5519.35,5719.45,5519.35,5695.05,5495.1,3.63,0.88,3.18,3.18,0.44,0.44,983.86,432.47,1416.33
14-May-09,Thursday,5415.55,5515.95,5330.5,5495.1,5523.75,3.48,0.43,1.47,1.47,-1.96,1.96,-301.92,254.3,-47.62
13-May-09,Wednesday,5597.85,5628.25,5475.2,5523.75,5585.55,2.80,0.48,-1.32,1.32,0.22,0.22,4106.96,105.73,4212.69
12-May-09,Tuesday,5336,5611.95,5315.6,5585.55,5343.6,5.58,0.84,4.68,4.68,-0.14,0.14,452.18,177.74,629.92
11-May-09,Monday,5463.6,5531.25,5313.15,5343.6,5409.75,4.10,0.55,-2.20,2.20,1.00,1.00,79.88,-17.31,62.57
08-May-09,Friday,5570,5570,5352,5409.75,5577.3,4.07,0.74,-2.88,2.88,-0.13,0.13,-100.89,-89.39,-190.28
07-May-09,Thursday,5551.8,5591.15,5481.35,5577.3,5446.45,2.00,0.23,0.46,0.46,1.93,1.93,388.33,42.4,430.73
06-May-09,Wednesday,5607,5649.4,5403.4,5446.45,5596.2,4.55,0.65,-2.86,2.86,0.19,0.19,530.92,-28.26,502.66
05-May-09,Tuesday,5540.6,5626.3,5488.9,5596.2,5504.05,2.50,0.40,1.00,1.00,0.66,0.66,508.51,-129.85,378.66
04-May-09,Monday,5291.25,5514.2,5291.25,5504.05,5130.95,4.21,0.95,4.02,4.02,3.12,3.12,1417.28,-92.6,1324.68
29-Apr-09,Wednesday,4958,5158.05,4958,5130.95,4931.3,4.03,0.86,3.49,3.49,0.54,0.54,365.23,-403.99,-38.76
28-Apr-09,Tuesday,5169.5,5231.9,4909.4,4931.3,5182.75,6.57,0.74,-4.61,4.61,-0.26,0.26,-256.85,-202.15,-459
27-Apr-09,Monday,5042,5288.7,5025.75,5182.75,5125.35,5.23,0.54,2.79,2.79,-1.63,1.63,257.38,68.06,325.44
24-Apr-09,Friday,4968.35,5151.2,4963.2,5125.35,4968.4,3.79,0.84,3.16,3.16,0.00,0.00,576.77,15.31,592.08
23-Apr-09,Thursday,4825.2,5013.9,4725.7,4968.4,4813.3,6.10,0.50,2.97,2.97,0.25,0.25,241.13,425.83,666.96
22-Apr-09,Wednesday,4865,4964.75,4777.1,4813.3,4853.9,3.93,0.28,-1.06,1.06,0.23,0.23,-0.83,82.25,81.42
21-Apr-09,Tuesday,4959.15,4960.65,4824.3,4853.9,5009.2,2.83,0.77,-2.12,2.12,-1.00,1.00,-191.01,-187.69,-378.7
20-Apr-09,Monday,5107,5201.9,4950.55,5009.2,5056.9,5.08,0.39,-1.92,1.92,0.99,0.99,348.05,108.9,456.95
17-Apr-09,Friday,4939.65,5193.3,4939.65,5056.9,4915.75,5.13,0.46,2.37,2.37,0.49,0.49,669.85,182.7,852.55
16-Apr-09,Thursday,5079.2,5169.2,4892.05,4915.75,5049.45,5.67,0.59,-3.22,3.22,0.59,0.59,479.09,-1124.24,-645.15
15-Apr-09,Wednesday,4717.35,5104.15,4691.8,5049.45,4818,8.79,0.81,7.04,7.04,-2.09,2.09,684.5,290.22,974.72
13-Apr-09,Monday,4661.95,4869.3,4661.95,4818,4584.8,4.45,0.75,3.35,3.35,1.68,1.68,580.49,-152.25,428.24
09-Apr-09,Thursday,4566.7,4639.5,4445.25,4584.8,4479.35,4.37,0.09,0.40,0.40,1.95,1.95,170.92,308.39,479.31
08-Apr-09,Wednesday,4325.1,4504.4,4259.65,4479.35,4487.1,5.75,0.63,3.57,3.57,-3.61,3.61,573.33,-378.22,195.11
06-Apr-09,Monday,4501.25,4610.65,4412.2,4487.1,4426.05,4.50,0.07,-0.31,0.31,1.70,1.70,196.74,-81.76,114.98
02-Apr-09,Thursday,4322.2,4489.85,4322.2,4426.05,4211.45,3.88,0.62,2.40,2.40,2.63,2.63,691.56,254.71,946.27
01-Apr-09,Wednesday,4153.55,4225.85,4023.45,4211.45,4133.2,5.03,0.29,1.39,1.39,0.49,0.49,173.75,11.6,185.35
31-Mar-09,Tuesday,4071.6,4213.15,3871.45,4133.2,4035.7,8.83,0.18,1.51,1.51,0.89,0.89,-583.65,1039.07,455.42
30-Mar-09,Monday,4368.05,4368.05,4009.35,4035.7,4406.8,8.95,0.93,-7.61,7.61,-0.88,0.88,-452.32,-49.38,-501.7
27-Mar-09,Friday,4282.35,4423.65,4262.95,4406.8,4285.15,3.77,0.77,2.91,2.91,-0.07,0.07,80.43,42.98,123.41
26-Mar-09,Thursday,4179.25,4311.7,4167.2,4285.15,4126.45,3.47,0.73,2.53,2.53,1.28,1.28,1290.74,-461.87,828.87
25-Mar-09,Wednesday,4013.7,4145.3,3993.1,4126.45,4008.05,3.81,0.74,2.81,2.81,0.14,0.14,348.65,8.92,357.57
24-Mar-09,Tuesday,4016.25,4184.65,3982.8,4008.05,3944.75,5.07,0.04,-0.20,0.20,1.81,1.81,501.76,-192.99,308.77
23-Mar-09,Monday,3763.75,3963.65,3743,3944.75,3691.7,5.90,0.82,4.81,4.81,1.95,1.95,376.23,376.51,752.74
20-Mar-09,Friday,3753.1,3753.1,3665.1,3691.7,3763.5,2.40,0.70,-1.64,1.64,-0.28,0.28,-149.18,-94.03,-243.21
19-Mar-09,Thursday,3759.25,3802.1,3668.15,3763.5,3727.65,3.65,0.03,0.11,0.11,0.85,0.85,23,-18.75,4.25
18-Mar-09,Wednesday,3704,3777.4,3704,3727.65,3644.65,1.98,0.32,0.64,0.64,1.63,1.63,222.14,526.34,748.48
17-Mar-09,Tuesday,3752.2,3783.25,3615.6,3644.65,3736.65,4.64,0.64,-2.87,2.87,0.42,0.42,415.12,-152.7,262.42
16-Mar-09,Monday,3651.3,3747.75,3645.15,3736.65,3632.75,2.81,0.83,2.34,2.34,0.51,0.51,-102.34,253.39,151.05
13-Mar-09,Friday,3498.1,3646.65,3498.1,3632.75,3442.55,4.25,0.91,3.85,3.85,1.61,1.61,299.23,392.68,691.91
12-Mar-09,Thursday,3422.85,3467.75,3380.7,3442.55,3339.7,2.57,0.23,0.58,0.58,2.49,2.49,-186.86,227.1,40.24
09-Mar-09,Monday,3424.35,3446.75,3314.55,3339.7,3455.35,3.99,0.64,-2.47,2.47,-0.90,0.90,-84.94,299.72,214.78
06-Mar-09,Friday,3385.4,3541,3338.8,3455.35,3446.35,6.06,0.35,2.07,2.07,-1.77,1.77,-274.68,298.94,24.26
05-Mar-09,Thursday,3635.55,3667.35,3413.5,3446.35,3586.9,7.44,0.75,-5.20,5.20,1.36,1.36,-590.92,479.04,-111.88
04-Mar-09,Wednesday,3671.2,3689.45,3576.55,3586.9,3636.85,3.16,0.75,-2.30,2.30,0.94,0.94,-494.22,118.86,-375.36
03-Mar-09,Tuesday,3682.1,3750.5,3621.9,3636.85,3718.35,3.55,0.35,-1.23,1.23,-0.97,0.97,-741.33,523.57,-217.76
02-Mar-09,Monday,3831.25,3831.25,3702,3718.35,3892.4,3.49,0.87,-2.95,2.95,-1.57,1.57,-580.43,334.13,-246.3
27-Feb-09,Friday,3823.25,3905.45,3758.4,3892.4,3834.9,3.91,0.47,1.81,1.81,-0.30,0.30,-463.03,649.26,186.23
26-Feb-09,Thursday,3896.05,3907.95,3781.9,3834.9,3911.7,3.33,0.49,-1.57,1.57,-0.40,0.40,-273.94,344.53,70.59
25-Feb-09,Wednesday,3929.85,3976.05,3899.55,3911.7,3878.6,1.96,0.24,-0.46,0.46,1.32,1.32,-384.37,367.84,-16.53
24-Feb-09,Tuesday,3923.85,3923.85,3794.9,3878.6,3934.4,3.40,0.35,-1.15,1.15,-0.27,0.27,-431.18,358.71,-72.47
20-Feb-09,Friday,4013.85,4013.85,3912.35,3934.4,4059.15,2.59,0.78,-1.98,1.98,-1.12,1.12,-201.17,167.18,-33.99
19-Feb-09,Thursday,4075.85,4157.5,4036.8,4059.15,4077.3,2.99,0.14,-0.41,0.41,-0.04,0.04,-363.48,108.44,-255.04
18-Feb-09,Wednesday,4101.35,4180.55,4039.4,4077.3,4164.3,3.49,0.17,-0.59,0.59,-1.51,1.51,-288.45,102.34,-186.11
17-Feb-09,Tuesday,4303.4,4303.4,4145.05,4164.3,4351.45,3.82,0.88,-3.23,3.23,-1.10,1.10,-462.21,278.42,-183.79
16-Feb-09,Monday,4538.6,4551.75,4333.9,4351.45,4565.85,5.03,0.86,-4.12,4.12,-0.60,0.60,-45.33,189.52,144.19
13-Feb-09,Friday,4511.35,4602.15,4511.35,4565.85,4468.35,2.01,0.60,1.21,1.21,0.96,0.96,-13.15,216.37,203.22
12-Feb-09,Thursday,4476.05,4530,4456.85,4468.35,4504.3,1.64,0.11,-0.17,0.17,-0.63,0.63,-185.32,84.37,-100.95
11-Feb-09,Wednesday,4425.3,4522.8,4403.3,4504.3,4515.8,2.71,0.66,1.79,1.79,-2.00,2.00,-34.76,-75.27,-110.03
10-Feb-09,Tuesday,4475.15,4596.6,4455.5,4515.8,4459.5,3.17,0.29,0.91,0.91,0.35,0.35,368.96,-116.99,251.97
09-Feb-09,Monday,4365.55,4469.65,4365.55,4459.5,4334.15,2.38,0.90,2.15,2.15,0.72,0.72,285.39,-45.98,239.41
06-Feb-09,Friday,4275.65,4350.2,4275.65,4334.15,4235.35,1.74,0.78,1.37,1.37,0.95,0.95,117.23,131.67,248.9
05-Feb-09,Thursday,4278.5,4284.65,4202.4,4235.35,4251.2,1.96,0.52,-1.01,1.01,0.64,0.64,-26.97,-100.72,-127.69
04-Feb-09,Wednesday,4296.3,4352.05,4238.6,4251.2,4253.8,2.68,0.40,-1.05,1.05,1.00,1.00,-27.08,284,256.92
03-Feb-09,Tuesday,4266.05,4332.75,4191.1,4253.8,4238.15,3.38,0.09,-0.29,0.29,0.66,0.66,-278.89,-7.75,-286.64
02-Feb-09,Monday,4403.9,4405.35,4223.75,4238.15,4456.55,4.30,0.91,-3.76,3.76,-1.18,1.18,-125.68,-161.38,-287.06
30-Jan-09,Friday,4289.65,4472.8,4285.2,4456.55,4362.05,4.38,0.89,3.89,3.89,-1.66,1.66,-64.15,398.39,334.24
29-Jan-09,Thursday,4345.45,4487.85,4336.95,4362.05,4340.1,3.48,0.11,0.38,0.38,0.12,0.12,-84.64,580.11,495.47
28-Jan-09,Wednesday,4220.5,4355.7,4206.35,4340.1,4199.55,3.55,0.80,2.83,2.83,0.50,0.50,-217.32,601.88,384.56
27-Jan-09,Tuesday,4167.65,4212.35,4111.3,4199.55,4082.15,2.46,0.32,0.77,0.77,2.09,2.09,-228.56,139.64,-88.92
23-Jan-09,Friday,4270.7,4338.55,4049.9,4082.15,4289.8,7.13,0.65,-4.41,4.41,-0.45,0.45,-522.91,203.98,-318.93
22-Jan-09,Thursday,4326.25,4339.55,4216.95,4289.8,4252.3,2.91,0.30,-0.84,0.84,1.74,1.74,-304.45,3.96,-300.49
21-Jan-09,Wednesday,4347.6,4365.05,4230.75,4252.3,4402.35,3.17,0.71,-2.19,2.19,-1.24,1.24,-786.62,282.73,-503.89
20-Jan-09,Tuesday,4495,4495,4363.95,4402.35,4542.25,3.00,0.71,-2.06,2.06,-1.04,1.04,-308.15,185.05,-123.1
19-Jan-09,Monday,4585.7,4622,4519.85,4542.25,4581.25,2.26,0.43,-0.95,0.95,0.10,0.10,-363.37,275.97,-87.4
16-Jan-09,Friday,4528.9,4596.85,4520.9,4581.25,4484.65,1.68,0.69,1.16,1.16,0.99,0.99,-585.41,400.73,-184.68
15-Jan-09,Thursday,4598.4,4598.4,4442.7,4484.65,4751.1,3.50,0.73,-2.47,2.47,-3.21,3.21,-484.33,175.12,-309.21
14-Jan-09,Wednesday,4684.3,4819.5,4682.1,4751.1,4661.7,2.93,0.49,1.43,1.43,0.48,0.48,91.44,10.98,102.42
13-Jan-09,Tuesday,4700.25,4764.15,4605.65,4661.7,4698,3.44,0.24,-0.82,0.82,0.05,0.05,-345.78,152.58,-193.2
12-Jan-09,Monday,4862,4881.5,4612.75,4698,4906.7,5.83,0.61,-3.37,3.37,-0.91,0.91,-563.57,217.83,-345.74
09-Jan-09,Friday,4891.8,5056.95,4840,4906.7,4984.55,4.48,0.07,0.30,0.30,-1.86,1.86,-350.55,-13.26,-363.81
07-Jan-09,Wednesday,5416.35,5440.55,4954,4984.55,5395.3,9.82,0.89,-7.97,7.97,0.39,0.39,-1111.25,-505.49,-1616.74
06-Jan-09,Tuesday,5333.5,5448.8,5276.4,5395.3,5359.4,3.27,0.36,1.16,1.16,-0.48,0.48,374.02,-11.81,362.21
05-Jan-09,Monday,5273.45,5371.1,5273.45,5359.4,5195.1,1.85,0.88,1.63,1.63,1.51,1.51,469.56,220.82,690.38
02-Jan-09,Friday,5154.2,5258.65,5103.6,5195.1,5116.55,3.04,0.26,0.79,0.79,0.74,0.74,121.18,238.52,359.7
01-Jan-09,Thursday,5019.2,5135.15,5019.2,5116.55,5001.55,2.31,0.84,1.94,1.94,0.35,0.35,92.04,160.41,252.45
31-Dec-08,Wednesday,5094.35,5119.35,4981.25,5001.55,5062.2,2.77,0.67,-1.82,1.82,0.64,0.64,81.85,373.96,455.81
30-Dec-08,Tuesday,4988.4,5112.95,4928.45,5062.2,4953.95,3.74,0.40,1.48,1.48,0.70,0.70,214.95,375.65,590.6
29-Dec-08,Monday,4774.7,4969.1,4684.8,4953.95,4789.45,6.07,0.63,3.75,3.75,-0.31,0.31,4.42,243.21,247.63
26-Dec-08,Friday,4964.35,5041,4770.2,4789.45,4930.25,5.68,0.65,-3.52,3.52,0.69,0.69,-344.91,-6.95,-351.86
24-Dec-08,Wednesday,4824.95,4962.1,4793.7,4930.25,4858.35,3.51,0.63,2.18,2.18,-0.69,0.69,-144.26,613.98,469.72
23-Dec-08,Tuesday,4986.55,5019,4817.5,4858.35,5036.5,4.18,0.64,-2.57,2.57,-0.99,0.99,-264.05,88.18,-175.87
22-Dec-08,Monday,5119.25,5213.3,5010.25,5036.5,5144.15,4.05,0.41,-1.62,1.62,-0.48,0.48,-191.49,207.55,16.06
19-Dec-08,Friday,5091.15,5226.85,5069.55,5144.15,5122.95,3.10,0.34,1.04,1.04,-0.62,0.62,378.43,410.85,789.28
18-Dec-08,Thursday,4785.2,5142.9,4782.6,5122.95,4789.65,7.53,0.94,7.06,7.06,-0.09,0.09,-33.17,-355.99,-389.16
17-Dec-08,Wednesday,4868.5,4929.55,4769.8,4789.65,4820.65,3.35,0.49,-1.62,1.62,0.99,0.99,-188.65,-97.82,-286.47
16-Dec-08,Tuesday,4698.5,4836.5,4677.3,4820.65,4707.5,3.40,0.77,2.60,2.60,-0.19,0.19,6.42,-39.4,-32.98
15-Dec-08,Monday,4714.95,4832.65,4685.4,4707.5,4655.3,3.14,0.05,-0.16,0.16,1.28,1.28,230.48,42.72,273.2
12-Dec-08,Friday,4502.55,4687.5,4411.6,4655.3,4597.15,6.25,0.55,3.39,3.39,-2.06,2.06,-16.52,325.81,309.29
11-Dec-08,Thursday,4557.05,4681.1,4485.2,4597.15,4550.75,4.37,0.20,0.88,0.88,0.14,0.14,444.18,-15.37,428.81
10-Dec-08,Wednesday,4517.65,4573,4423.45,4550.75,4429.85,3.38,0.22,0.73,0.73,1.98,1.98,950.65,-59.01,891.64
08-Dec-08,Monday,4502.05,4599.5,4407.2,4429.85,4357,4.36,0.38,-1.60,1.60,3.33,3.33,350.34,-617.05,-266.71
05-Dec-08,Friday,4442.95,4611.45,4308.55,4357,4446.65,7.03,0.28,-1.93,1.93,-0.08,0.08,-4.52,-184.02,-188.54
04-Dec-08,Thursday,4224.95,4460.75,4224.95,4446.65,4220.35,5.58,0.94,5.25,5.25,0.11,0.11,307.14,79.24,386.38
03-Dec-08,Wednesday,4161.95,4245.5,4068.3,4220.35,4099.3,4.36,0.33,1.40,1.40,1.53,1.53,-452.11,366.24,-85.87
02-Dec-08,Tuesday,3989,4123.25,3919,4099.3,4124.3,5.21,0.54,2.77,2.77,-3.28,3.28,-323.01,105.31,-217.7
01-Dec-08,Monday,4317.8,4441.2,4107.7,4124.3,4291.15,8.12,0.58,-4.48,4.48,0.62,0.62,28.64,49.19,77.83
28-Nov-08,Friday,4148.75,4313.25,4148.75,4291.15,4267.9,3.97,0.87,3.43,3.43,-2.79,2.79,168.54,621.24,789.78
26-Nov-08,Wednesday,4086.5,4298.35,4005.35,4267.9,4053.2,7.32,0.62,4.44,4.44,0.82,0.82,-416.82,362.05,-54.77
25-Nov-08,Tuesday,4289.4,4328.7,4032.55,4053.2,4164.75,7.34,0.80,-5.51,5.51,2.99,2.99,-161.88,155.09,-6.79
24-Nov-08,Monday,4274.3,4355.6,4095.95,4164.75,4300.7,6.34,0.42,-2.56,2.56,-0.61,0.61,-560.83,224.9,-335.93
21-Nov-08,Friday,4083.5,4376.9,4052.1,4300.7,4086.9,8.02,0.67,5.32,5.32,-0.08,0.08,-705.56,46.22,-659.34
20-Nov-08,Thursday,4078.1,4181.7,3972.15,4086.9,4233.7,5.28,0.04,0.22,0.22,-3.68,3.68,-762.94,426.95,-335.99
19-Nov-08,Wednesday,4366,4520.65,4213.5,4233.7,4346.75,7.29,0.43,-3.03,3.03,0.44,0.44,-264.98,195.71,-69.27
18-Nov-08,Tuesday,4474.5,4474.5,4285,4346.75,4545.3,4.42,0.67,-2.86,2.86,-1.56,1.56,-441.59,458.6,17.01
17-Nov-08,Monday,4736.25,4736.25,4364.35,4545.3,4719.4,8.52,0.51,-4.03,4.03,0.36,0.36,-521.16,-178.23,-699.39
14-Nov-08,Friday,4866.5,4926.4,4668.05,4719.4,4748.15,5.53,0.57,-3.02,3.02,2.49,2.49,-811.52,-25.15,-836.67
12-Nov-08,Wednesday,4875.1,4970.35,4685.85,4748.15,4945.7,6.07,0.45,-2.60,2.60,-1.43,1.43,-735.14,215.48,-519.66
11-Nov-08,Tuesday,5207.8,5207.8,4921.95,4945.7,5261.15,5.81,0.92,-5.03,5.03,-1.01,1.01,-370.95,229.12,-141.83
10-Nov-08,Monday,5097.85,5274.85,5086.05,5261.15,5043.55,3.71,0.86,3.20,3.20,1.08,1.08,92.33,377.66,469.99
07-Nov-08,Friday,4894.25,5097.4,4804.5,5043.55,4940,6.10,0.51,3.05,3.05,-0.93,0.93,-19.27,-147.08,-166.35
06-Nov-08,Thursday,4949.75,5137.4,4873.45,4940,5121.3,5.42,0.04,-0.20,0.20,-3.35,3.35,-511.53,351.57,-159.96
05-Nov-08,Wednesday,5355.45,5431.9,5078.15,5121.3,5220.7,6.97,0.66,-4.37,4.37,2.58,2.58,216.4,-168.75,47.65
04-Nov-08,Tuesday,4884.3,5254.6,4807.1,5220.7,4875.7,9.31,0.75,6.89,6.89,0.18,0.18,-15.61,-174.2,-189.81
03-Nov-08,Monday,4791.8,4902.2,4779.6,4875.7,4521.7,2.57,0.68,1.75,1.75,5.97,5.97,363.55,-97.03,266.52
31-Oct-08,Friday,4364.35,4621.65,4364.35,4521.7,4280.45,5.90,0.61,3.61,3.61,1.96,1.96,1237.21,-116.1,1121.11
29-Oct-08,Wednesday,4451.7,4459.4,4236,4280.45,4315.75,5.27,0.77,-3.85,3.85,3.15,3.15,-1306.35,739.66,-566.69
28-Oct-08,Tuesday,4346.75,4382,4269.4,4315.75,4092.9,2.64,0.28,-0.71,0.71,6.20,6.20,-69.18,24.78,-44.4
27-Oct-08,Monday,4280.55,4286.4,3799.35,4092.9,4310.05,12.82,0.39,-4.38,4.38,-0.68,0.68,-1027.3,916.18,-111.12
24-Oct-08,Friday,4769.7,4796.65,4229.65,4310.05,4932.4,13.41,0.81,-9.64,9.64,-3.30,3.30,-1431.56,514.26,-917.3
23-Oct-08,Thursday,4904.55,5189.9,4880.6,4932.4,5095.75,6.34,0.09,0.57,0.57,-3.75,3.75,-811.69,619.91,-191.78
22-Oct-08,Wednesday,5339.25,5364.1,5075.8,5095.75,5414.5,5.68,0.84,-4.56,4.56,-1.39,1.39,-543.95,404.05,-139.9
21-Oct-08,Tuesday,5373.65,5478.4,5296.8,5414.5,5284.2,3.43,0.22,0.76,0.76,1.69,1.69,-258.42,883.76,625.34
20-Oct-08,Monday,5237.6,5477.45,5113.15,5284.2,5183.55,7.12,0.13,0.89,0.89,1.04,1.04,-816.79,216.43,-600.36
17-Oct-08,Friday,5557.95,5591.4,5113.45,5183.55,5481.65,9.35,0.78,-6.74,6.74,1.39,1.39,-915.54,712.77,-202.77
16-Oct-08,Thursday,5222,5565.35,5145.8,5481.65,5425.25,8.15,0.62,4.97,4.97,-3.75,3.75,-1160.63,737.77,-422.86
15-Oct-08,Wednesday,5452.45,5551.2,5348.8,5425.25,5578.4,3.78,0.13,-0.50,0.50,-2.26,2.26,-1030.79,669.96,-360.83
14-Oct-08,Tuesday,5694.15,5799,5521.3,5578.4,5496.75,5.03,0.42,-2.03,2.03,3.59,3.59,898.25,-252.37,645.88
13-Oct-08,Monday,5034.65,5557.05,5034.65,5496.75,4938,10.38,0.88,9.18,9.18,1.96,1.96,-1060.6,582.31,-478.29
10-Oct-08,Friday,4890,5112.25,4662.2,4938,5222.6,9.65,0.11,0.98,0.98,-6.37,6.37,-2513.74,1744.68,-769.06
08-Oct-08,Wednesday,5336,5336,4918.3,5222.6,5457.55,8.49,0.27,-2.13,2.13,-2.23,2.23,-1055.51,1083.56,28.05
07-Oct-08,Tuesday,5713.25,5798.9,5376.1,5457.55,5560.55,7.86,0.60,-4.48,4.48,2.75,2.75,-680.42,548.29,-132.13
06-Oct-08,Monday,5702.85,5704.25,5522.85,5560.55,5793.35,3.28,0.78,-2.50,2.50,-1.56,1.56,-1169.33,661,-508.33
03-Oct-08,Friday,5920.7,6017.3,5761.5,5793.35,5982.4,4.44,0.50,-2.15,2.15,-1.03,1.03,-1662.26,56.75,-1605.51
01-Oct-08,Wednesday,5875.55,6040.15,5671.7,5982.4,5803.55,6.50,0.29,1.82,1.82,1.24,1.24,-274.9,48.65,-226.25
30-Sep-08,Tuesday,5447.65,5875.25,5296.6,5803.55,5538.75,10.92,0.62,6.53,6.53,-1.64,1.64,14.16,394.11,408.27
29-Sep-08,Monday,5863.05,5863.05,5432.2,5538.75,5828.6,7.93,0.75,-5.53,5.53,0.59,0.59,-476.94,554.82,77.88
26-Sep-08,Friday,6070.6,6070.6,5797.5,5828.6,6080.2,4.71,0.89,-3.99,3.99,-0.16,0.16,-643.04,543.57,-99.47
25-Sep-08,Thursday,6131.55,6146.45,5969.7,6080.2,6109.65,2.96,0.29,-0.84,0.84,0.36,0.36,-1050.38,605.59,-444.79
24-Sep-08,Wednesday,6091.65,6203.2,6059.2,6109.65,6033.35,2.38,0.13,0.30,0.30,0.97,0.97,-494.4,170.18,-324.22
23-Sep-08,Tuesday,6147.5,6258.85,6009.15,6033.35,6303.9,4.16,0.46,-1.86,1.86,-2.48,2.48,-924.4,68.77,-855.63
22-Sep-08,Monday,6396.2,6396.2,6256.95,6303.9,6312.05,2.23,0.66,-1.44,1.44,1.33,1.33,138.21,-206.12,-67.91
19-Sep-08,Friday,6281.55,6357.2,6141.45,6312.05,6077.2,3.51,0.14,0.49,0.49,3.36,3.36,1016.18,43.91,1060.09
18-Sep-08,Thursday,5692.65,6101.8,5551.7,6077.2,5912.5,9.91,0.70,6.76,6.76,-3.72,3.72,-1201.64,1192.2,-9.44
17-Sep-08,Wednesday,6169.95,6169.95,5785.9,5912.5,6132.95,6.64,0.67,-4.17,4.17,0.60,0.60,-1064.17,948.93,-115.24
16-Sep-08,Tuesday,5783.7,6168.9,5754.35,6132.95,5997.65,7.20,0.84,6.04,6.04,-3.57,3.57,-1303.41,612.36,-691.05
15-Sep-08,Monday,6006.7,6031.4,5758.45,5997.65,6194.15,4.74,0.03,-0.15,0.15,-3.03,3.03,-763.02,1328.14,565.12
12-Sep-08,Friday,6405.65,6414.35,6168.8,6194.15,6332.25,3.98,0.86,-3.30,3.30,1.16,1.16,-1497.67,695.41,-802.26
11-Sep-08,Thursday,6342.8,6431.95,6246.55,6332.25,6427.55,2.97,0.06,-0.17,0.17,-1.32,1.32,-1506.96,586.59,-920.37
10-Sep-08,Wednesday,6401.4,6485.3,6328.65,6427.55,6441.35,2.48,0.17,0.41,0.41,-0.62,0.62,-1037.28,492.56,-544.72
09-Sep-08,Tuesday,6469.95,6506.35,6400.15,6441.35,6538.85,1.66,0.27,-0.44,0.44,-1.05,1.05,-391.53,106.27,-285.26
08-Sep-08,Monday,6608,6631.95,6522.05,6538.85,6288.6,1.69,0.63,-1.05,1.05,5.08,5.08,253.43,-132.62,120.81
05-Sep-08,Friday,6318.25,6388.7,6259.15,6288.6,6494.65,2.07,0.23,-0.47,0.47,-2.72,2.72,-1857,484.77,-1372.23
04-Sep-08,Thursday,6439.85,6528.5,6324.25,6494.65,6508.9,3.23,0.27,0.85,0.85,-1.06,1.06,-603.28,431.11,-172.17
02-Sep-08,Tuesday,6139.45,6624,6139.45,6508.9,6128.85,7.89,0.76,6.02,6.02,0.17,0.17,1132.25,209.79,1342.04
01-Sep-08,Monday,6070.9,6178.3,5941.45,6128.85,6102.05,3.99,0.24,0.95,0.95,-0.51,0.51,-241.85,82.62,-159.23
29-Aug-08,Friday,5828,6112.25,5828,6102.05,5721.15,4.88,0.96,4.70,4.70,1.87,1.87,-364.61,281.07,-83.54
28-Aug-08,Thursday,5817.8,5848.5,5686.6,5721.15,5823.55,2.85,0.60,-1.66,1.66,-0.10,0.10,-187.19,390.62,203.43
27-Aug-08,Wednesday,5978.9,5987.35,5809.3,5823.55,5943.2,3.06,0.87,-2.60,2.60,0.60,0.60,-32.49,163.27,130.78
26-Aug-08,Tuesday,5801.1,5957.15,5770.9,5943.2,5860.8,3.23,0.76,2.45,2.45,-1.02,1.02,-572.04,276.92,-295.12
25-Aug-08,Monday,5897.2,5995.6,5842.3,5860.8,5776.05,2.62,0.24,-0.62,0.62,2.10,2.10,62.92,96.26,159.18
22-Aug-08,Friday,5671.6,5803.6,5649.9,5776.05,5711.55,2.72,0.68,1.84,1.84,-0.70,0.70,-239.24,450.39,211.15
21-Aug-08,Thursday,6001.65,6002.2,5692.65,5711.55,6026.3,5.44,0.94,-4.83,4.83,-0.41,0.41,-545.71,344.89,-200.82
20-Aug-08,Wednesday,6039.9,6090.65,5985.55,6026.3,5992.4,1.76,0.13,-0.23,0.23,0.79,0.79,-447.34,205.6,-241.74
19-Aug-08,Tuesday,5928.95,6027.9,5874.1,5992.4,6015.05,2.62,0.41,1.07,1.07,-1.43,1.43,-716.35,14.56,-701.79
18-Aug-08,Monday,5999.15,6114.15,5940.8,6015.05,6030.05,2.92,0.09,0.27,0.27,-0.51,0.51,-475.5,128.91,-346.59
14-Aug-08,Thursday,6305.1,6305.1,6010.05,6030.05,6370.75,4.91,0.93,-4.36,4.36,-1.03,1.03,-573.98,23.32,-550.66
